Date,Open,High,Low,Close,Adj Close,Volume
2011-02-02,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-03,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-04,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-07,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-08,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-09,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-10,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-11,0.370000,0.370000,0.370000,0.370000,0.370000,0
2011-02-14,0.330000,0.330000,0.330000,0.330000,0.330000,200
2011-02-15,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-16,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-17,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-18,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-22,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-23,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-24,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-25,0.330000,0.330000,0.330000,0.330000,0.330000,0
2011-02-28,0.340000,0.340000,0.340000,0.340000,0.340000,300
2011-03-01,0.340000,0.340000,0.340000,0.340000,0.340000,0
2011-03-02,0.350000,0.350000,0.350000,0.350000,0.350000,200
2011-03-03,0.350000,0.350000,0.350000,0.350000,0.350000,200
2011-03-04,0.350000,0.350000,0.350000,0.350000,0.350000,300
2011-03-07,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-08,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-09,0.350000,0.350000,0.350000,0.350000,0.350000,300
2011-03-10,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-11,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-14,0.350000,0.350000,0.350000,0.350000,0.350000,400
2011-03-15,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-16,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-17,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-18,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-21,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-22,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-23,0.350000,0.350000,0.350000,0.350000,0.350000,0
2011-03-24,0.280000,0.280000,0.280000,0.280000,0.280000,300
2011-03-25,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-03-28,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-03-29,0.280000,0.280000,0.280000,0.280000,0.280000,3000
2011-03-30,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-03-31,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-01,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-04,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-05,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-06,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-07,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-08,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-11,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-12,0.260000,0.260000,0.260000,0.260000,0.260000,200
2011-04-13,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-14,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-15,0.260000,0.260000,0.260000,0.260000,0.260000,100
2011-04-18,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-19,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-20,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-21,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-25,0.260000,0.260000,0.260000,0.260000,0.260000,0
2011-04-26,0.280000,0.280000,0.280000,0.280000,0.280000,200
2011-04-27,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-28,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-04-29,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-05-02,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-05-03,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-05-04,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-05-05,0.280000,0.280000,0.280000,0.280000,0.280000,0
2011-05-06,0.320000,0.320000,0.320000,0.320000,0.320000,400
2011-05-09,0.320000,0.320000,0.320000,0.320000,0.320000,0
2011-05-10,0.320000,0.320000,0.320000,0.320000,0.320000,0
2011-05-11,0.320000,0.320000,0.320000,0.320000,0.320000,0
2011-05-12,0.250000,0.250000,0.250000,0.250000,0.250000,200
2011-05-13,0.250000,0.250000,0.250000,0.250000,0.250000,0
2011-05-16,0.250000,0.250000,0.250000,0.250000,0.250000,3300
2011-05-17,0.250000,0.250000,0.250000,0.250000,0.250000,0
2011-05-18,0.250000,0.250000,0.250000,0.250000,0.250000,0
2011-05-19,0.250000,0.250000,0.250000,0.250000,0.250000,0
2011-05-20,0.230000,0.230000,0.230000,0.230000,0.230000,300
2011-05-23,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-05-24,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-05-25,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-05-26,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-05-27,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-05-31,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-01,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-02,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-03,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-06,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-07,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-08,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-09,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-10,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-13,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-14,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-15,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-16,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-17,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-20,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-21,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-22,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-23,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-24,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-27,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-28,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-29,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-06-30,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-01,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-05,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-06,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-07,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-08,0.230000,0.230000,0.230000,0.230000,0.230000,0
2011-07-11,0.180000,0.180000,0.180000,0.180000,0.180000,400
2011-07-12,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-13,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-14,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-15,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-18,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-19,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-20,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-21,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-22,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-25,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-26,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-27,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-07-28,0.180000,0.180000,0.180000,0.180000,0.180000,10700
2011-07-29,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-01,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-02,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-03,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-04,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-05,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-08,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-09,0.180000,0.180000,0.180000,0.180000,0.180000,0
2011-08-10,0.180000,0.180000,0.180000,0.180000,0.180000,0
